timestamp,version_id,semantic_version,epoch,learning_rate,loss,category_loss,attribute_loss,val_loss,val_category_loss,val_attribute_loss
2024-11-30T04:37:46.919618,v1.1.0_20241130_043625_f9377e7c,1.1.0,0,5.2440919083746866e-05,7.9227351587872175,7.01373279371927,1.8180047765720722,3.6310414717747617,3.3064975371727576,0.6490878875438983
2024-11-30T04:38:59.865484,v1.1.0_20241130_043625_f9377e7c,1.1.0,1,9.999995744750884e-05,4.349375508552374,3.9312583540761192,0.83623429855635,3.1351499557495117,2.892729098980243,0.4848417318784274
2024-11-30T04:40:12.647732,v1.1.0_20241130_043625_f9377e7c,1.1.0,2,9.967826578645921e-05,3.491058260895485,3.2004376067671667,0.5812413068704827,2.990391254425049,2.768422383528489,0.4439377761804141
2024-11-30T04:41:23.819717,v1.1.0_20241130_043625_f9377e7c,1.1.0,3,9.873184362425968e-05,3.3536637910576754,3.104910736860231,0.4975061187910479,3.0458649671994724,2.831906098585862,0.4279177257647881
2024-11-30T04:42:32.038149,v1.1.0_20241130_043625_f9377e7c,1.1.0,4,9.717259276872686e-05,3.2900942314502806,3.054445458012958,0.4712975465281065,3.067898750305176,2.854259802744939,0.4272778561482063
2024-11-30T04:43:42.638549,v1.1.0_20241130_043625_f9377e7c,1.1.0,5,9.502012170406749e-05,3.2527370120203773,3.024231095646703,0.4570118164600328,2.95164077098553,2.7407155403724084,0.4218504268389482
2024-11-30T04:44:54.430282,v1.1.0_20241130_043625_f9377e7c,1.1.0,6,9.230149900281244e-05,3.237196073975674,3.0120048273441404,0.4503825362338576,2.9797963362473707,2.768895699427678,0.4218012828093309
2024-11-30T04:46:03.134589,v1.1.0_20241130_043625_f9377e7c,1.1.0,7,8.905091292281167e-05,3.20829061851945,2.9863971139109413,0.4437870171874069,2.970191918886625,2.7593355820729184,0.4217126186077411
2024-11-30T04:47:12.124760,v1.1.0_20241130_043625_f9377e7c,1.1.0,8,8.530924147005514e-05,3.197449040967365,2.9777991716251817,0.4392997331397478,2.938116376216595,2.7259426758839536,0.4243474281751193
2024-11-30T06:24:59.263688,v1.1.0_20241130_043625_f9377e7c,1.1.0,9,8.112353833402962e-05,3.199155103328616,2.980331903280214,0.4376463803441025,2.965029918230497,2.7538402814131517,0.4223793332393353
2024-11-30T09:41:38.252428,v1.1.0_20241130_043625_f9377e7c,1.1.0,10,7.654644116027213e-05,3.167867569036262,2.9502508557120035,0.4352334138265876,2.949303516974816,2.738235015135545,0.42213696470627415
2024-11-30T09:42:54.461355,v1.1.0_20241130_043625_f9377e7c,1.1.0,11,7.163550960143631e-05,3.1674596098966377,2.951078645018644,0.432761943964071,2.9543137550354004,2.7449538432634792,0.418719830421301
2024-11-30T09:44:07.682827,v1.1.0_20241130_043625_f9377e7c,1.1.0,12,6.645250147126345e-05,3.153675120930339,2.9386603943137235,0.43002945011438326,2.969093781251174,2.7591895048434916,0.4198085367679596
2024-11-30T09:45:19.669585,v1.1.0_20241130_043625_f9377e7c,1.1.0,13,6.106259610424175e-05,3.151271614917489,2.9369010675785154,0.42874107180639753,2.964341035256019,2.7546498592083273,0.41938234063295216
