timestamp,version_id,semantic_version,train_loss,train_category_loss,train_attribute_loss,val_loss,val_category_loss,val_attribute_loss
2024-11-29T18:15:24.135648,v1.1.0_20241129_181449_7d57606a,1.1.0,2.6497584484344303,2.266536149867745,0.38322230896284415,1.5442144366411061,1.255778172554878,0.28843625692220837
2024-11-29T18:15:56.384587,v1.1.0_20241129_181449_7d57606a,1.1.0,1.7387252297512321,1.4593293500501057,0.2793958802209344,1.322315174799699,1.062583099764127,0.25973208477863896
2024-11-29T18:16:27.901349,v1.1.0_20241129_181449_7d57606a,1.1.0,1.4252520647159843,1.177361055862072,0.24789100660141125,1.2447003848277605,0.9979939598303574,0.24670642958237574
2024-11-29T18:17:01.753975,v1.1.0_20241129_181449_7d57606a,1.1.0,1.2262980009234228,0.9991976729659147,0.22710032397231392,1.23677401473889,0.9992749395851905,0.23749908002523276
2024-11-29T18:17:37.381135,v1.1.0_20241129_181449_7d57606a,1.1.0,1.0380126002222994,0.8296318754207256,0.20838072202926458,1.2307240000137916,0.9932338996575429,0.23749011468428832
2024-11-29T18:18:11.203290,v1.1.0_20241129_181449_7d57606a,1.1.0,0.8933975086655728,0.6982206095789754,0.19517689977967462,1.267361188164124,1.026243243079919,0.2411179393529892
2024-11-29T18:18:43.926288,v1.1.0_20241129_181449_7d57606a,1.1.0,0.7563885242439979,0.5775788641253183,0.17880966167810353,1.3175270374004657,1.0734652097408588,0.2440618288058501
2024-11-29T18:19:15.011628,v1.1.0_20241129_181449_7d57606a,1.1.0,0.6742539897907612,0.5076696689045707,0.16658432088619055,1.3344254430670004,1.0894281186629087,0.24499732313247827
2024-11-29T18:19:48.204209,v1.1.0_20241129_181449_7d57606a,1.1.0,0.5279943194500235,0.37592500950707947,0.15206931080929068,1.36168149801401,1.114766371740888,0.2469151375385431
2024-11-29T18:20:20.779002,v1.1.0_20241129_181449_7d57606a,1.1.0,0.48550478213055187,0.34299277860757915,0.14251200395614602,1.4148926448363524,1.1690547650214285,0.24583787528368142
2024-11-29T18:20:54.219882,v1.1.0_20241129_181449_7d57606a,1.1.0,0.4094708362637564,0.2766063107654106,0.13286452515180722,1.4487519080822284,1.1970761274659218,0.25167576567484784
2024-11-29T18:21:26.568741,v1.1.0_20241129_181449_7d57606a,1.1.0,0.3197746876367303,0.2042693605776443,0.11550532645264337,1.3900153000767415,1.1399299951646333,0.25008529940476787
